"","x1","x2","x3"
"1",-0.545307693968371,2.8699709445062,2.37417717373883
"2",-2.23663534873576,-1.67955493951965,-1.7221972350852
"3",-0.726957493842312,0.85297861061485,5.71170986061135
"4",-1.19365209929621,-0.300922047940402,2.64898797913603
"5",-0.785735648467775,1.55257639189646,4.03706967387969
"6",-0.115022702045793,2.25507763632194,7.29505248979493
"7",-0.773411510810064,1.40272176046695,3.7254519310094
"8",-0.894130361322203,1.05970726204761,4.44568684822097
"9",-1.3616225228114,-0.401501876755035,2.25204846980904
"10",-1.53620819476852,0.243900101493363,0.680758936111387
"11",-0.726562108380165,3.05092737630402,5.9109947252417
"12",-0.311572909323222,3.90048068552642,5.07731769817416
"13",-0.346310721292994,2.69593874185209,6.61144930251998
"14",0.0976054155935049,4.45650865782032,9.65960180165014
"15",-0.478355289456489,1.73032317893511,4.54613747409334
"16",-1.03802423824062,1.19555370788596,2.62652898781137
"17",-1.35351174610623,0.0894015008107431,1.75833728013134
"18",-1.63957450768419,-0.45499813435654,-0.992403157711613
"19",-0.911667811978717,0.252438955283293,2.63946816531797
"20",-1.20437078687328,1.61289245710692,1.73549543529996
"21",-1.27216208224786,0.293781624014731,2.28497788363263
"22",-0.272201069766865,2.57818325824418,6.53562743421221
"23",-1.55822680919927,0.0335325610155136,0.985932687587661
"24",-1.2728021416569,1.11434764373542,2.60424170389971
"25",-1.05572313560114,1.13242512596261,3.9601622231819
"26",-1.05971563216534,1.83972957279153,2.16582853998833
"27",-1.28115440474475,-0.826083305378645,2.0785452751692
"28",-0.489326468199372,2.08914319564064,4.06906163037467
"29",-0.664702199777154,1.93419815036438,3.22053636322977
"30",-0.767090763566169,1.01335773140248,4.4867814682264
"31",-1.19519268953338,0.451237840084738,3.03651427140967
"32",-0.375642922885822,2.9625427608355,6.98205189280271
"33",-0.873919375745703,0.655954892975857,2.37956717571312
"34",-0.659728727294788,2.31662207394657,4.98459684535271
"35",-0.735372222302341,0.68701171797385,5.00403754041049
"36",-0.201132744736493,2.46739104668455,5.73365272774287
"37",-2.13136639877557,-0.266411139884879,0.38729974672797
"38",-0.681186894580168,1.30143583797832,4.17743189120248
"39",-0.830795741994446,2.59894957821927,2.43789618987445
