"","aceB","asnA","atpD","atpG","b1191","b1583","b1963","cchB","cspA","cspG","dnaG","dnaJ","dnaK","eutG","fixC","flgD","folK","ftsJ","gltA","hupB","ibpB","icdA","lacA","lacY","lacZ","lpdA","mopB","nmpC","nuoM","pspA","pspB","sucA","sucD","tnaA","yaeM","yceP","ycgX","yecO","yedE","yfaD","yfiA","ygbD","ygcE","yhdM","yheI","yjbO"
"1",0.0729343144795264,1.2216736988476,-1.04035473859714,-2.18501126965599,0.829635364593968,-0.387015220404361,1.30577342410314,2.09227924117069,2.33292255932667,1.87055970752639,0.522178485952821,1.15591987534322,-0.708167357190445,-0.182013785954641,1.86400312847003,-0.545734193025454,0.45748340746673,0.802139127476299,-0.749896742827454,-2.24347235755109,-1.63731345631321,-0.0630520473545411,2.43397836664001,1.89032595760399,2.2457477367136,-2.0594592557077,-0.52479208484374,0.0748007859036349,-2.21495987276937,0.601952600111365,1.7148728663403,-1.10648612084091,-1.44937100244475,-0.831821277897462,3.6025063697152,-1.01116673109055,0.185452363724974,2.48969651297252,-1.38788299563456,0.0621661009282112,-0.542045761201886,2.06127670449856,0.846648607210453,1.24064078740389,-0.0499737304749227,1.11671709490899
"2",-3.18970616153632,3.51905027984155,-3.17453381392753,-2.504225598409,2.08205360328281,2.37470465580117,4.17372872623033,1.68282282011359,0.341820142253801,0.646316490914844,2.47253146501728,0.921498635344536,3.93151374243854,1.1060978466489,1.41034263869355,-0.477713969057796,3.19916249243823,3.35232519087859,-1.92546496964723,-1.55993569505821,1.11523358975825,-3.01474434499683,3.70412940891323,3.39828409132808,3.14803670620025,-1.02903748107659,2.34457019134962,0.42435703247417,-1.27959507238721,0.638506359304446,1.90303257241453,-1.85141123599165,-1.09237613825301,-1.87283109688426,0.871852604323164,0.824206412416853,3.97891446194189,0.49873737123054,-1.22354116243674,1.11846190305322,-1.27284621889142,1.27298052295603,4.1237809076718,1.59820270987072,3.09092037543696,-0.371570269563957
"3",-0.520279877357156,1.30444501594768,-2.73385198881338,-1.92650824427228,0.856728492999842,0.81056766640611,2.47453168303559,1.44587136301472,-0.716574599574397,0.329314325102646,2.41650437995105,0.581385918739904,2.20045677528283,2.07662841920328,0.333039045346194,-2.10085494886304,2.98752027120171,2.19514797995339,-1.65220959791189,-2.69649928856237,1.85083211710914,-0.790873376407127,2.15353553381854,2.4263108700057,2.77182090530342,-1.0053579406043,1.87593382319211,-0.660936908922511,-0.617116092125444,0.31345101188237,0.0985148038101955,-1.46119278506692,-2.106043492412,-1.3962475757634,0.575503516512082,2.47934324836265,3.50010056716652,0.695522606388365,-0.161050849622018,2.65782932712192,-1.92147188135283,0.284927981022358,0.721555331049809,1.41869931266206,2.65929445868573,1.78530077009836
"4",-2.36546958360875,1.98525628651644,-1.96160493370857,-0.720307813112416,0.849452948248827,1.04329529830805,2.9682106435342,2.63242613802814,-0.212389956180301,2.90360622861995,1.57913250104602,1.59696890671179,1.17269654256111,-0.47887618707636,3.19684931788114,-0.908894788013775,2.12545178544835,0.673748467631359,-0.760298825729995,-2.07317267024461,-0.623547284204592,-2.19580879119942,2.19584868731818,1.26831740642293,1.79006352541448,-0.117398305694058,0.462215941336946,0.345883732924738,-2.11578859945671,0.264744365287713,0.4586693651367,-0.539307065479385,-0.773290526542941,-1.99110408150528,4.08531825411196,-1.6034407660509,1.4741252165901,2.87402578368027,-0.329377246399688,0.539309464575772,-1.70475804964316,4.75285558178441,2.43117313124608,0.318106443218234,1.65922786574544,0.278097654065961
"5",0.48289158886507,-0.0310537310960284,-1.22066349695353,-2.57017734848629,0.356787358742841,2.46818490147231,1.25395021259339,1.66742870727615,2.28597857694427,2.45008630445263,0.791408802868639,1.30161519715287,-0.857812317420285,0.561756741101661,1.81455580130312,-0.189321549160414,0.752127847440127,-0.458550026477469,-2.90183327429175,0.98589787359678,0.383814371160367,0.333257702390262,-1.21868076901402,-1.806703967791,1.14910569928978,-1.91019335851383,-1.55092875066786,-1.74880870674983,-3.57984837210529,2.11104057132847,2.2716589215631,-1.71477414876011,-1.98911798054198,-0.930863872243103,5.82618471503879,-0.10379234952909,0.788869159796823,1.83941290178581,-2.40416548531809,0.925644630204629,1.52270991259925,0.978293017317186,-0.351957428896785,1.89366137693971,0.0433959720898379,-1.96413832590269
"6",-4.53297343415927,3.88156382355657,-4.79915795228833,-1.63178156782955,2.40890729955868,3.0868307655257,5.09000939116229,2.16719343139119,-0.739018009439775,2.64021642262065,3.20583896927535,0.0780638262855518,3.40980390673042,0.704586444869168,3.40423851629461,-1.21707823503908,3.67322450257927,2.61472822231394,-1.5765762128352,-2.07412327674476,0.259578029685941,-4.1004723456844,4.55414662338906,3.45962994428726,4.77511029782568,-1.61870506624498,2.06972935389609,-0.362603441778641,-0.418262940048439,1.25531185669253,2.64960092188502,-0.858194704087569,-1.26103450934582,-2.88885410724806,4.26856319262848,-0.0963365803932539,4.28058069078093,1.75652899866191,-2.04720986510815,1.02525650617169,-1.77591589550577,3.24254199331479,4.89563022007305,0.868644019442943,3.74551071363215,1.25551126895688
"7",0.0845762872679103,0.135259995535074,0.590390558791455,-1.88334704925446,0.480348732509164,4.46401577706385,-0.203850449561269,-0.789639157669439,1.08252486849691,2.72336490680462,-0.598490030062923,-1.18441091542092,-2.04197138706951,0.445718142710876,-1.79754240156844,-0.791022693483392,-0.763759936935964,-1.12647014358193,-1.01220095498079,-1.40474829785419,0.331475231505119,-0.425939293654365,2.65498930314996,1.80628144087745,3.50874657457943,-1.86242894648774,-1.64776608561639,-1.61563519630375,-1.93717418658775,1.90035133419472,1.94919384160949,-0.672572848182919,-0.991833149615935,-0.168071954643197,3.37704462594705,1.01431629912668,-0.842588424990505,2.09881723030418,-1.26925089468209,1.54256862158744,-0.470777835632024,-1.07991619892287,0.336038722635604,1.28278945146257,-1.09713317849575,4.21111878769248
"8",-0.595995621425533,1.06122052024844,-1.60905534564804,-2.94325512659105,1.10790572132443,2.26354660297389,2.04647447532545,2.91845152724288,-1.45413664470652,3.16307645013727,0.430177445931168,1.31103347114883,0.926758829576653,1.57605504673696,2.4052937042404,-0.532957032067885,1.08455434407419,1.34747703643491,-2.73838561338234,-2.26040954928024,1.52721616666362,-0.360150397293554,2.44002972488346,2.38173761023257,2.6681417081336,-1.85506736305656,0.999852455394877,-0.837073303456452,-0.0362147784330513,1.93957723473464,2.52655967026412,-1.93306820610694,-1.6675192307674,-1.81367327808445,5.47096891392584,1.36032641077768,0.663831933617354,3.22982605019707,-2.15597535810639,1.24615141957926,-2.01665884178008,3.13174020586192,0.757508319835797,1.51788341948717,1.1849306525485,1.87177858894584
"9",-2.56923243380969,3.30902649847415,-3.64087237918323,-2.99347258213127,2.78359586393011,2.38138765925235,4.96640057114177,4.0528203855846,2.02515017403493,2.19761375558521,1.88655678196295,3.7032996755159,2.95063045501816,2.17382768454139,3.44324133702405,-3.36591587816806,3.41805816194416,2.3769544774035,-2.36836608827228,-0.583235628359398,1.82855660925519,-2.48834746684142,3.88194000704991,3.3431179720605,3.88692300378164,-1.12424922919801,2.86488365635295,-0.33082649420351,-0.558575409432468,0.435950814407407,1.39900813729908,-3.54249181372508,-3.0295747205099,-3.11549890448516,4.34747344662676,0.483675852148108,3.22831520255188,1.8519592506685,-1.26568286244949,1.73608158789118,0.39804835237358,4.95306050229692,3.5905458456601,2.89849928517409,3.19387893978605,2.99256039847304
"10",1.03325788807196,-0.805535187258841,1.51935884058179,-2.3338430736217,-0.0591702880873888,3.15574564818846,-0.901269342193191,1.72888905774156,-0.290597383651561,1.60107133756941,-1.51681700852955,2.09868739769074,-2.13690024828106,0.564774843362248,0.553593693527087,-2.4814304616693,-0.956836826408558,-0.634146610486658,-3.09087147361226,-2.40334390134054,1.39049093724369,0.513793585545985,-1.36585654924711,-1.77435185588022,-1.18090371643687,-0.0644176793165936,-1.42191305272529,0.354325975735628,-2.77095209294556,0.119712284215184,0.642712167195531,-1.60941772715637,-1.41925070816299,-0.858085252667832,2.40686351443573,-0.203275612862163,-1.63992992588304,1.60551223573031,-0.148238092767864,0.572862702207361,-1.40704491996968,1.96655154592664,-1.20056808096098,2.92257986569632,-1.6196725221606,0.934867108665675
"11",0.52435923383183,-0.632220524628257,-0.0354069431274462,-2.640913704877,-0.863488743741154,2.1085072664431,0.404363446690591,0.668735910378764,0.377243676078298,2.87340720708813,0.274209894425852,1.3949998766953,-0.727609707940495,0.977508486403405,-0.691127476429359,-3.22283973345939,-0.182244824586895,-0.980707151664997,-2.46450654927893,-1.35082540909012,1.56549618115543,0.571004156685401,-1.90799629428702,-2.17616778642375,-1.23365623101061,-2.74311498114021,-1.14545011101265,-1.24491047836408,-2.50643738100525,1.93638514198402,3.04263986194356,-1.76403051420217,-0.331682415478559,0.302400354266714,5.44661492193699,2.07895780422989,-0.425253989585641,2.18961125319264,-2.94528997739047,2.04482671513207,-1.01579995825619,0.152066293865394,-1.48112973907263,2.26785241091701,-0.677887921735972,2.71068006859422
"12",0.0881043591426011,0.642103201911626,-0.671340465852103,-2.18541380416213,-0.0450774886234466,0.911917753280065,0.24447622997568,2.28093102804453,0.278157566239239,3.82305973228727,-0.357115994261008,0.108813969464794,-0.758019004514174,1.29030565869922,2.32706306851769,-0.944136802126627,0.361866249692649,0.767297589260592,-1.98652218199567,-0.715241407411724,3.72954792672063,0.402412423140405,1.73629982699715,1.10938054999302,1.9541967273495,-1.805568371764,0.369428081015568,-2.31910874868472,-0.524879646256766,2.44124543469362,4.32904348846554,-1.45561642291048,-1.94385009644953,-0.503191140641792,5.93345768947488,0.338137747394214,-0.832978663582394,3.88107419461965,-2.83422420263381,1.11980881962425,-0.306569541679511,3.75230853546148,0.192252819888347,0.46566546599302,-0.327389230421,2.47766637901558
"13",-1.59973519995389,1.76941354859015,-0.408282609282561,-0.627602562208188,0.622469926486819,-0.290705207833306,-0.350413063303037,0.459619655461564,-0.00307350651656402,1.92220026177384,-1.18702336156058,2.29685179023662,-0.774181646410827,1.06582742975472,1.74778646887801,-1.09976463645518,-0.147027809657755,1.1031884991,-2.26215504663293,-0.956859716941716,1.21069289520302,-1.70509399629181,0.14209465699202,-0.113608725216735,-0.408875910215973,-2.12450878535057,-0.906041611789706,-0.172260321669198,-0.917778871615752,1.57251670678505,1.19822847579559,-1.10841862619733,-1.33880471181275,-1.25704526614993,2.21842595705733,1.17636893987522,-1.27797343531295,1.01205573896153,-1.95027264300145,0.89165858612497,-0.851102063542685,3.24489764975217,1.51984692047871,0.833932222344813,-0.850014708203689,1.77154088839678
"14",0.056980659243375,1.58457260027758,-1.47191468884122,-3.59466274138374,1.47938426755814,2.82903247766839,0.619286845614987,3.20913177919409,-0.523005033361114,1.20569930991299,0.551657014096575,2.41551381961648,-0.154579108989417,2.68757884876412,1.69989078800436,-1.93598942049473,0.946021491005077,-0.858161473801457,-2.22082768446191,-0.956818714113436,2.19560965328859,-0.203839603080386,3.6302375374582,4.13918397109276,3.81351450682702,-1.69718553509677,-0.946659558443183,-1.92322236290784,-0.931805408565661,2.26345701660368,1.17619886258906,-2.86500270433443,-3.17284268086215,-2.52567240198993,1.3254125829067,2.733810429202,1.08810680716545,0.907241940177355,-1.69702722879324,2.62767545553235,-0.686051666523775,1.30424906564149,1.28472212736913,1.40211597814759,0.472422892904069,0.812381505290026
"15",0.486653662695309,1.12714696541404,-0.453000205713246,0.201692200365936,-0.659819233965567,1.36847959375018,-0.20453027670603,1.47770229080814,-0.654266035855995,1.12952201163587,-0.264967787793219,0.0785484064894046,-0.393034600593705,0.155418361142107,-0.577370227004432,-0.650674683034215,0.159307027798797,0.286922034478741,-0.494580771627318,-2.19633900058214,-0.756680653985359,0.551496266529686,-0.851778412400185,-1.63357036089538,0.33201322138804,-0.543587821314879,-0.576574268927263,-0.966918071376472,-2.86674633340998,0.485028300210512,1.68031521114872,0.614735042756404,0.0339637852765234,0.415298020988031,1.72037094923087,-0.736164346763732,-0.882628134158147,0.562458910622499,-0.863675519072821,-0.47563232628049,-1.78036616360081,1.32284820962142,0.38253757511943,0.964743291422592,-0.644405435106574,3.75861282663906
